PD,ROI,FD,,
0.150683373213,2,0.0309999999999988,,
0.149215117097,2,0.0470000299999995,,
0.152495697141,2,0.0619999,,
0.152054801583,2,0.0779999299999972,,
0.153106093407,2,0.10900007,,
0.150063619018,2,0.139999969999998,,
0.143015488982,2,0.17200003,,
0.151311889291,2,0.202999929999997,,
0.151264160872,2,0.23400007,,
0.147414565086,2,0.280999999999999,,
0.151818066835,2,0.327999929999997,,
0.152803629637,2,0.35900007,,
0.152758032084,2,0.389999969999998,,
0.152822688222,2,0.42200003,,
0.152387440205,2,0.452999929999997,,
0.152611002326,2,0.499999859999999,,
0.149841696024,2,0.530999999999999,,
0.152640342712,2,0.5619999,,
0.1525927037,2,0.593999959999998,,
0.151494711637,2,0.624999859999999,,
0.15385119617,2,0.655999999999999,,
0.152864247561,2,0.6869999,,
0.1534807235,2,0.0309999999999988,,
0.153961345553,2,0.0470000299999995,,
0.15445651114,2,0.0619999,,
0.155469328165,2,0.0779999299999972,,
0.155490607023,2,0.10900007,,
0.155320867896,2,0.139999969999998,,
0.154262393713,2,0.17200003,,
0.155962303281,2,0.202999929999997,,
0.154710009694,2,0.23400007,,
0.153020337224,2,0.280999999999999,,
0.148295983672,2,0.327999929999997,,
0.157114952803,2,0.35900007,,
0.156257018447,2,0.389999969999998,,
0.159997314215,2,0.42200003,,
0.160665184259,2,0.452999929999997,,
0.161395400763,2,0.499999859999999,,
0.162237033248,2,0.530999999999999,,
0.157954290509,2,0.5619999,,
0.16063259542,2,0.593999959999998,,
0.159594744444,2,0.624999859999999,,
0.16208922863,2,0.655999999999999,,
0.164165824652,2,0.6869999,,
0.162617832422,2,0.0309999999999988,,
0.165170505643,2,0.0470000299999995,,
0.163821429014,2,0.0619999,,
0.16073563695,2,0.0779999299999972,,
0.164820045233,2,0.10900007,,
0.16630795598,2,0.139999969999998,,
0.168021097779,2,0.17200003,,
0.168003022671,2,0.202999929999997,,
0.168035343289,2,0.23400007,,
0.159279376268,2,0.280999999999999,,
0.104769565165,2,0.327999929999997,,
0.0711603760719,2,0.35900007,,
0.154476121068,2,0.389999969999998,,
0.177990227938,2,0.42200003,,
0.215986922383,2,0.452999929999997,,
0.203123599291,2,0.499999859999999,,
0.167487189174,2,0.0309999999999988,,
0.169055789709,2,0.0470000299999995,,
0.165313988924,2,0.0619999,,
0.163973122835,2,0.0779999299999972,,
0.169479504228,2,0.10900007,,
0.169849082828,2,0.139999969999998,,
0.171105802059,2,0.17200003,,
0.188521251082,2,0.202999929999997,,
0.188827618957,2,0.23400007,,
0.216816902161,2,0.280999999999999,,
0.177422747016,2,0.327999929999997,,
0.179902821779,2,0.35900007,,
0.179814040661,2,0.389999969999998,,
0.178812533617,2,0.42200003,,
0.178839072585,2,0.452999929999997,,
0.173338204622,2,0.499999859999999,,
0.173035204411,2,0.530999999999999,,
0.168965622783,2,0.5619999,,
0.174353674054,2,0.593999959999998,,
0.175482749939,2,0.624999859999999,,
0.0314046926796,2,0.655999999999999,,
0.178718730807,2,0.6869999,,
0.179998904467,2,0.0309998600000014,,
0.177839666605,2,0.0620000000000012,,
0.174937292933,2,0.0929999000000024,,
0.17288634181,2,0.12499996,,
0.176117628813,2,0.155999860000001,,
0.176724120975,2,0.187000000000001,,
0.181841880083,2,0.23399993,,
0.180442988873,2,0.265000070000003,,
0.18275526166,2,0.29599997,,
0.182671949267,2,0.328000030000002,,
0.184059113264,2,0.35899993,,
0.186047449708,2,0.390000070000003,,
0.183408081532,2,0.42099997,,
0.183445006609,2,0.453000030000002,,
0.231269568205,2,0.49999996,,
0.170757800341,2,0.530999860000001,,
0.202509209514,2,0.562000000000001,,
0.188378095627,2,0.592999900000002,,
0.178977221251,2,0.62499996,,
0.178036361933,2,0.67099997,,
0.177592560649,2,0.717999900000002,,
0.178079113364,2,0.74999996,,
0.179603770375,2,0.780999860000001,,
0.178213015199,2,0.812000000000001,,
0.178642362356,2,0.842999900000002,,
0.178200304508,2,0.87499996,,
0.170411482453,2,0.905999860000001,,
0.0673314258456,2,0.953000030000002,,
0.0551767833531,2,0.98399993,,
0.165304154158,2,1.01500007,,
0.218441873789,2,1.04599997,,
0.19659563899,2,1.07800003,,
0.214636057615,2,1.10899993,,
0.205112740397,2,1.14000007,,
0.205053120852,2,1.17099997,,
0.17546620965,2,1.2179999,,
0.17958317697,2,1.24999996,,
0.179259121418,2,1.28099986,,
0.176745936275,2,1.312,,
0.175196915865,2,1.3429999,,
0.172310978174,2,1.37499996,,
0.164587885141,2,1.40599986,,
0.173759579659,2,1.45300003,,
0.179240733385,2,1.48399993,,
0.177069723606,2,1.51500007,,
0.175494462252,2,1.54599997,,
0.179658144712,2,1.57800003,,
0.178643345833,2,1.60899993,,
0.177700519562,2,1.64000007,,
0.176440790296,2,1.687,,
0.177726969123,2,1.7179999,,
0.178440660238,2,1.74999996,,
0.178120464087,2,1.78099986,,
0.174859836698,2,1.812,,
0.173478096724,2,1.8429999,,
0.17038141191,2,1.87499996,,
0.171926498413,2,1.90599986,,
0.171027719975,2,1.95300003,,
0.172295212746,2,1.99999996,,
0.169689640403,2,2.03099986,,
0.171229436994,2,2.062,,
0.169247329235,2,2.0929999,,
0.169245034456,2,2.12499996,,
0.17274877429,2,2.15599986,,
0.1726539433,2,2.20300003,,
0.173399493098,2,2.23399993,,
0.171100407839,2,2.26500007,,
0.169690102339,2,2.29599997,,
0.171955376863,2,2.32800003,,
0.172489434481,2,2.35899993,,
0.173164397478,2,2.39000007,,
0.176392495632,2,2.437,,
0.177371487021,2,2.4679999,,
0.178589299321,2,2.49999996,,
0.179036855698,2,2.53099986,,
0.175144806504,2,2.562,,
0.168918520212,2,2.5929999,,
0.172612443566,2,2.62499996,,
0.173305124044,2,2.67099997,,
0.169394001365,2,2.7179999,,
0.172362953424,2,2.74999996,,
0.174910217524,2,2.76500007,,
0.177590087056,2,2.79599997,,
0.175201550126,2,2.82800003,,
0.174111410975,2,2.85899993,,
0.173905357718,2,2.89000007,,
0.176842600107,2,2.937,,
0.174682885408,2,2.9679999,,
0.174121826887,2,2.99999996,,
0.178776040673,2,3.03099986,,
0.173378929496,2,3.062,,
0.193987071514,2,3.0929999,,
0.24749751389,2,3.12499996,,
0.211697742343,2,3.17099997,,
0.149432599545,2,3.20300003,,
0.155914276838,2,3.23399993,,
0.161508694291,2,3.26500007,,
0.102642193437,2,3.29599997,,
0.216748043895,2,3.32800003,,
0.218239814043,2,3.35899993,,
0.168655097485,2,3.40599986,,
0.0712897256017,2,3.437,,
0.0327595472336,2,3.4679999,,
0.31617051363,2,3.49999996,,
0.281558632851,2,3.53099986,,
0.314541339874,2,NaN,,
0.316508829594,2,3.60899993,,
0.316332578659,2,3.65599986,,
0.336629927158,2,0.0309998600000014,,
0.317854404449,2,0.0620000000000012,,
0.370061069727,2,0.0929999000000024,,
0.325837105513,2,0.12499996,,
0.322710722685,2,0.155999860000001,,
0.328456759453,2,0.187000000000001,,
0.321264445782,2,0.23399993,,
0.304443746805,2,0.265000070000003,,
0.319059818983,2,0.29599997,,
0.286421835423,2,0.328000030000002,,
0.267937809229,2,0.35899993,,
0.126982942224,2,0.390000070000003,,
0.127959698439,2,0.42099997,,
0.15353782475,2,0.453000030000002,,
0.124271333218,2,0.49999996,,
0.16011184454,2,0.530999860000001,,
0.633695185184,2,0.562000000000001,,
0.318698346615,2,0.592999900000002,,
0.426433622837,2,0.62499996,,
0.321329444647,2,0.67099997,,
0.0781539976597,2,0.717999900000002,,
0.268490940332,2,0.74999996,,
0.0896828696132,2,0.780999860000001,,
0.280027449131,2,0.812000000000001,,
0.175424009562,2,0.842999900000002,,
0.174707040191,2,0.87499996,,
0.173583298922,2,0.905999860000001,,
0.171772897243,2,0.953000030000002,,
0.170628964901,2,0.98399993,,
0.169969141483,2,1.01500007,,
0.166768580675,2,1.04599997,,
0.165981113911,2,1.07800003,,
0.16350004077,2,1.10899993,,
0.16234305501,2,1.14000007,,
0.159054771066,2,1.17099997,,
0.152437284589,2,1.2179999,,
0.158465057611,2,1.24999996,,
0.158627152443,2,1.28099986,,
0.158548742533,2,1.312,,
0.1587536484,2,1.3429999,,
0.158849224448,2,1.37499996,,
0.156919121742,2,1.40599986,,
0.157470241189,2,1.45300003,,
0.159471794963,2,1.48399993,,
0.159227997065,2,1.51500007,,
0.157220602036,2,1.54599997,,
0.159815758467,2,1.57800003,,
0.157434850931,2,1.60899993,,
0.161414578557,2,1.64000007,,
0.16253849864,2,1.687,,
0.162625059485,2,1.7179999,,
0.159976989031,2,1.74999996,,
0.160659402609,2,1.78099986,,
0.1642986238,2,1.812,,
0.163490474224,2,1.8429999,,
0.164849355817,2,NaN,,
0.162140712142,2,1.90599986,,
0.167174205184,2,1.95300003,,
0.166954189539,2,1.99999996,,
0.169187098742,2,2.03099986,,
0.167342975736,2,2.062,,
0.158071666956,2,2.0929999,,
0.155938893557,2,2.12499996,,
0.157878160477,2,2.15599986,,
0.153447642922,2,2.20300003,,
0.15756842494,2,2.23399993,,
0.156972050667,2,2.26500007,,
0.155469551682,2,2.29599997,,
0.156645312905,2,2.32800003,,
0.158420860767,2,2.35899993,,
0.15673366189,2,2.39000007,,
0.155275553465,2,2.437,,
0.153287082911,2,2.4679999,,
0.153694063425,2,2.49999996,,
0.15206746757,2,2.53099986,,
0.154947593808,2,0.0309998600000014,,
0.154615357518,2,0.0620000000000012,,
0.152001768351,2,0.0929999000000024,,
0.101325429976,2,0.12499996,,
0.0367498025298,2,0.155999860000001,,
0.0371569059789,2,0.187000000000001,,
0.10851071775,2,0.23399993,,
0.27386879921,2,0.265000070000003,,
0.203672453761,2,0.29599997,,
0.208200216293,2,0.328000030000002,,
0.184862777591,2,0.35899993,,
0.256389796734,2,0.390000070000003,,
0.156365960836,2,0.42099997,,
0.155874118209,2,0.453000030000002,,
0.156949475408,2,0.49999996,,
0.157052129507,2,0.530999860000001,,
0.159774005413,2,0.562000000000001,,
0.157282844186,2,0.592999900000002,,
0.159719929099,2,0.62499996,,
0.160826921463,2,0.67099997,,
0.160848334432,2,0.717999900000002,,
0.16334143281,2,0.74999996,,
0.162881433964,2,0.780999860000001,,
0.212418720126,2,0.812000000000001,,
0.163793414831,2,0.842999900000002,,
0.165858462453,2,0.87499996,,
0.168377071619,2,0.905999860000001,,
0.216108754277,2,0.953000030000002,,
0.167912423611,2,0.98399993,,
0.167405098677,2,1.01500007,,
0.228227972984,2,1.04599997,,
0.16545149684,2,1.07800003,,
0.202039286494,2,1.10899993,,
0.169997066259,2,1.14000007,,
0.170379474759,2,1.17099997,,
0.169559016824,2,1.2179999,,
0.17155341804,2,1.24999996,,
0.208662360907,2,1.28099986,,
0.195056319237,2,1.312,,
0.173769161105,2,1.3429999,,
0.193050608039,2,1.37499996,,
0.199434116483,2,1.40599986,,
0.185517564416,2,1.45300003,,
0.206219643354,2,1.48399993,,
0.216875195503,2,1.51500007,,
0.242404848337,2,1.54599997,,
0.237563580275,2,1.57800003,,
0.23066470027,2,1.60899993,,
0.248360469937,2,1.64000007,,
0.242644220591,2,0.0309998600000014,,
0.264785140753,2,0.0620000000000012,,
0.261414647102,2,0.0929999000000024,,
0.245023936033,2,0.12499996,,
0.236884683371,2,0.155999860000001,,
0.211157560349,2,0.187000000000001,,
0.231081575155,2,0.23399993,,
0.213730424643,2,0.265000070000003,,
0.222144037485,2,0.29599997,,
0.226044297218,2,0.328000030000002,,
0.222802639008,2,0.35899993,,
0.26991724968,2,0.390000070000003,,
0.203612953424,2,0.42099997,,
0.209429144859,2,0.453000030000002,,
0.229490041733,2,0.49999996,,
0.218169778585,2,0.530999860000001,,
0.216464474797,2,0.562000000000001,,
0.215444371104,2,0.592999900000002,,
0.210030078888,2,0.62499996,,
0.209856361151,2,0.67099997,,
0.230593398213,2,0.717999900000002,,
0.221903994679,2,0.74999996,,
0.215390443802,2,0.780999860000001,,
0.22733554244,2,0.812000000000001,,
0.184730947018,2,0.842999900000002,,
0.201200649142,2,0.87499996,,
0.199102789164,2,0.905999860000001,,
0.206485912204,2,0.953000030000002,,
0.194533258677,2,0.98399993,,
0.194910436869,2,1.01500007,,
0.208136230707,2,1.04599997,,
0.20477835834,2,1.07800003,,
0.204341575503,2,1.10899993,,
0.199595212936,2,1.14000007,,
0.230741098523,2,1.17099997,,
0.225546330214,2,1.2179999,,
0.203928634524,2,1.24999996,,
0.223516777158,2,1.28099986,,
0.228848725557,2,1.312,,
0.197633013129,2,1.3429999,,
0.17302121222,2,1.37499996,,
0.217437714338,2,1.40599986,,
0.226177543402,2,1.45300003,,
0.19185629487,2,1.48399993,,
0.283884614706,2,1.51500007,,
0.197450101376,2,1.54599997,,
0.196796476841,2,1.57800003,,
0.16165676713,2,1.60899993,,
0.161062940955,2,1.64000007,,
0.159555032849,2,1.687,,
0.159450024366,2,1.7179999,,
0.155526772141,2,1.74999996,,
0.156499281526,2,1.78099986,,
0.155805185437,2,1.812,,
0.157020837069,2,1.8429999,,
0.154761642218,2,1.87499996,,
0.15612962842,2,1.90599986,,
0.155348449945,2,1.95300003,,
0.154685273767,2,1.99999996,,
0.153719380498,2,2.03099986,,
0.151872754097,2,2.062,,
0.151665180922,2,2.0929999,,
0.154266759753,2,2.12499996,,
0.156344890594,2,2.15599986,,
0.156444698572,2,2.20300003,,
0.154397785664,2,2.23399993,,
0.152164131403,2,2.26500007,,
0.155848234892,2,2.29599997,,
0.155338019133,2,2.32800003,,
0.15482160449,2,2.35899993,,
0.155446946621,2,2.39000007,,
0.158631011844,2,2.437,,
0.156855195761,2,2.4679999,,
0.156743735075,2,2.49999996,,
0.154654175043,2,2.53099986,,
0.152944132686,2,2.562,,
0.151652723551,2,2.5929999,,
0.149472564459,2,2.62499996,,
0.14993724227,2,2.67099997,,
0.148861780763,2,2.7179999,,
0.147189930081,2,2.74999996,,
0.147829085588,2,2.76500007,,
0.147266432643,2,2.79599997,,
0.155490487814,2,2.82800003,,
0.157464131713,2,2.85899993,,
0.154238298535,2,2.89000007,,
0.152528271079,2,2.937,,
0.151683777571,2,2.9679999,,
0.154058873653,2,2.99999996,,
0.153180405498,2,3.03099986,,
0.1506536901,2,3.062,,
0.153017312288,2,3.0929999,,
0.149449765682,2,3.12499996,,
0.148760586977,2,3.17099997,,
0.152175426483,2,3.20300003,,
0.151828497648,2,3.23399993,,
0.152603849769,2,3.26500007,,
0.151657491922,2,3.29599997,,
0.152754336596,2,3.32800003,,
0.152536347508,2,3.35899993,,
0.152943655849,2,3.40599986,,
0.151745095849,2,3.437,,
0.153509020805,2,3.4679999,,
0.153593242168,2,3.49999996,,
0.155924454331,2,3.53099986,,
0.156213521957,2,3.562,,
0.157229498029,2,3.60899993,,
0.155685812235,2,3.65599986,,
0.202641934156,1,0.0309999999999988,,
0.15558360517,1,0.0619998999999964,,
0.156421750784,2,0.0319999600000003,,
0.158815830946,2,0.0629998599999979,,
0.16103425622,2,0.110000030000002,,
0.163586184382,2,0.14099993,,
0.184330284595,2,0.172000070000003,,
0.225559383631,1,0.0309999699999963,,
0.197809547186,1,0.0630000299999978,,
0.163705691695,1,0.0939999299999954,,
0.196067467332,2,0.0310000700000046,,
0.189051747322,2,0.0619999700000022,,
0.185898587108,2,0.108999900000001,,
0.217087715864,2,0.140999960000002,,
0.187963098288,2,0.17199986,,
0.164949148893,2,0.203000000000003,,
0.19363527,2,0.249999930000001,,
0.202545449138,2,0.281000070000005,,
0.220692068338,2,0.311999970000002,,
0.197321265936,2,0.358999900000001,,
0.190067663789,2,0.374999930000001,,
0.19117371738,2,0.406000070000005,,
0.178546890616,2,0.436999970000002,,
0.167693763971,2,0.469000030000004,,
0.174845606089,2,0.499999930000001,,
0.184938400984,2,0.531000070000005,,
0.171224027872,2,0.578000000000003,,
0.207008287311,2,0.608999900000001,,
0.188234448433,2,0.640999960000002,,
0.189348638058,2,0.67199986,,
0.183453753591,2,0.703000000000003,,
0.154511541128,2,0.733999900000001,,
0.165051132441,2,0.765999960000002,,
0.16686950624,2,0.79699986,,
0.186635151505,2,0.844000030000004,,
0.216394335032,2,0.890999960000002,,
0.199526876211,2,0.906000070000005,,
0.189323499799,2,0.936999970000002,,
0.189313292503,2,0.969000030000004,,
0.170488327742,2,1.03100007,,
0.173511236906,2,1.06199997,,
0.186170235276,2,1.09400003,,
0.172748193145,2,1.12499993,,
0.220937371254,2,1.15600007,,
0.200751140714,2,1.18699997,,
0.216319352388,2,1.21900003,,
0.192391738296,2,1.24999993,,
0.184749856591,2,1.28100007,,
0.190264135599,2,1.328,,
0.158505931497,2,1.3589999,,
0.160539552569,2,1.39099996,,
0.161055266857,2,1.42199986,,
,2,1.453,,
0.233762025833,2,1.4839999,,
