PD,ROI,FD,,
0.192793473601,1,0.0469998951000008,,
0.194169938564,1,0.0780000324000021,,
0.184810429811,1,0.124999963800001,,
0.195442467928,1,0.156000101100002,,
0.197258502245,1,0.187000000000001,,
0.19008359313,1,0.219000064799999,,
0.18975225091,1,0.249999963800001,,
0.198035523295,1,0.281000101100002,,
0.199533224106,1,0.312000000000001,,
0.200187712908,1,0.344000064799999,,
0.197676450014,1,0.390999996200001,,
0.189009323716,1,0.421999895100001,,
0.193934813142,1,0.453000032400002,,
0.200559824705,1,0.483999931300001,,
0.189942091703,1,0.515999996200001,,
0.178041413426,1,0.546999895100001,,
0.191541478038,1,0.594000064799999,,
0.187699526548,1,0.624999963800001,,
0.192521721125,1,0.656000101100002,,
0.190151199698,1,0.687000000000001,,
0.184307783842,1,0.719000064799999,,
0.195086434484,1,0.749999963800001,,
0.18661776185,1,0.781000101100002,,
0.189375817776,1,0.812000000000001,,
0.178017646074,1,0.858999931300001,,
0.191565483809,1,0.890999996200001,,
0.185830786824,2,0.030999895099999,,
0.202726453543,2,0.0620000324000003,,
0.175118356943,2,0.0929999312999996,,
0.17980901897,2,0.1249999962,,
0.175911575556,2,0.155999895099999,,
0.179787740111,2,0.1870000324,,
0.177303999662,2,0.233999963799999,,
0.176681548357,2,0.2650001011,,
0.17728151381,2,0.295999999999999,,
0.190784186125,2,0.328000064799998,,
0.179282873869,2,0.358999963799999,,
0.178462356329,2,0.3900001011,,
0.177896216512,2,0.420999999999999,,
0.174524977803,2,0.4679999313,,
0.175524279475,2,0.4999999962,,
0.170341640711,2,0.530999895099999,,
0.180134579539,2,0.5620000324,,
0.172484055161,2,0.5929999313,,
0.182631149888,2,0.6400001011,,
0.233862608671,2,0.655999895099999,,
0.291506797075,2,0.703000064799998,,
0.261914610863,2,0.733999963799999,,
0.286106169224,2,0.7650001011,,
0.189731702209,2,0.795999999999999,,
0.299025982618,2,0.828000064799998,,
0.290506362915,2,0.858999963799999,,
0.182015031576,2,0.8900001011,,
0.181750059128,2,0.9370000324,,
0.177445590496,2,0.9679999313,,
0.185251608491,2,0.9999999962,,
0.18227031827,2,1.0309998951,,
0.183410599828,2,1.0620000324,,
0.295128673315,2,1.0929999313,,
0.243857309222,2,1.1249999962,,
0.248862743378,2,1.1559998951,,
