PD,ROI,FD,,
0.174670696259,1,0.031999996,,
0.174670696259,1,0.062999895,,
0.176429972053,1,0.094000032,,
0.172642156482,1,0.140999964,,
0.176185458899,1,0.172000101,,
0.176876336336,1,0.203,,
0.178919181228,1,0.235000065,,
0.180050671101,1,0.265999964,,
0.180173367262,1,0.297000101,,
0.18205229938,1,0.328,,
0.179848223925,1,0.374999931,,
0.179597735405,1,0.406999996,,
0.180892437696,1,0.437999895,,
0.17856644094,1,0.469000032,,
0.178135305643,1,0.499999931,,
0.169537842274,1,0.531999996,,
0.129949301481,2,0.031999996,,
0.215100556612,2,0.062999895,,
0.23463614285,2,0.094000032,,
0.110460087657,2,0.140999964,,
0.818294644356,2,0.172000101,,
0.812079071999,2,0.203,,
0.28112500906,2,0.235000065,,
0.19211165607,2,0.265999964,,
0.187262699008,1,0.031999996,,
0.185362145305,1,0.062999895,,
0.182108819485,1,0.094000032,,
0.174823060632,1,0.140999964,,
0.180996820331,1,0.172000101,,
0.183239132166,1,0.203,,
0.184768736362,1,0.235000065,,
0.186147063971,1,0.265999964,,
0.184097409248,1,0.297000101,,
0.188494920731,1,0.328,,
0.184290379286,1,0.374999931,,
0.180231615901,1,0.406999996,,
0.188022345304,1,0.437999895,,
0.187806025147,1,0.469000032,,
0.189295172691,1,0.499999931,,
0.186830848455,1,0.531999996,,
0.185715258121,1,0.578,,
0.182714983821,1,0.610000065,,
0.184135004878,1,0.672000101,,
0.183933377266,1,0.703,,
0.183471977711,1,0.735000065,,
0.186029583216,1,0.765999964,,
0.184335634112,1,0.797000101,,
0.18448074162,1,0.844000032,,
0.183469265699,1,0.874999931,,
0.18720780313,1,0.906999996,,
0.187753304839,1,0.937999895,,
0.183200538158,1,0.969000032,,
0.184076622128,1,0.999999931,,
0.181933745742,1,1.031999996,,
0.0953609272838,1,1.062999895,,
0.122278377414,2,0.031999996,,
0.108111068606,2,0.062999895,,
0.16603140533,2,0.094000032,,
0.304205715656,2,0.140999964,,
0.221751928329,2,0.172000101,,
0.41799467802,2,0.203,,
0.423218876123,2,0.235000065,,
0.20204500854,2,0.265999964,,
0.396193474531,2,0.297000101,,
0.185247942805,2,0.328,,
0.176340714097,2,0.374999931,,
0.173836573958,1,0.031999996,,
0.177568346262,1,0.062999895,,
0.181514754891,1,0.094000032,,
0.185742601752,1,0.140999964,,
0.188703745604,1,0.172000101,,
0.189469695091,1,0.203,,
0.194157719612,1,0.235000065,,
0.188921764493,1,0.265999964,,
0.193276673555,1,0.297000101,,
0.187216848135,1,0.328,,
0.186304345727,1,0.374999931,,
0.190272763371,1,0.406999996,,
0.188369050622,1,0.437999895,,
0.18538595736,1,0.469000032,,
0.184532880783,1,0.499999931,,
0.186635106802,1,0.531999996,,
0.182159751654,1,0.578,,
0.184729963541,1,0.610000065,,
0.178731307387,1,0.672000101,,
0.183914527297,1,0.703,,
0.180811569095,1,0.735000065,,
0.183582991362,1,0.765999964,,
0.178695634007,1,0.797000101,,
0.182755857706,1,0.844000032,,
0.179950878024,1,0.874999931,,
0.181260749698,1,0.906999996,,
0.182926058769,1,0.937999895,,
0.184162512422,1,0.969000032,,
0.182454630733,1,0.999999931,,
0.181827753782,1,1.031999996,,
