PD,ROI,FD,,
0.16666957736,1,0.031999996,,
0.166152119637,1,0.062999895,,
0.165637776256,1,0.094000032,,
0.166824102402,1,0.140999964,,
0.166017979383,1,0.172000101,,
0.164998322725,1,0.203,,
0.167084023356,1,0.235000065,,
0.167856678367,1,0.265999964,,
0.166171386838,1,0.297000101,,
0.16783054173,1,0.328,,
0.16735035181,1,0.374999931,,
0.168477401137,1,0.406999996,,
0.173770576715,1,0.437999895,,
0.172314122319,1,0.469000032,,
0.170610278845,1,0.499999931,,
0.170949116349,1,0.531999996,,
0.170730158687,1,0.578,,
0.17093244195,1,0.610000065,,
0.170828104019,1,0.672000101,,
0.170152381063,1,0.703,,
0.173811465502,1,0.735000065,,
0.169263392687,1,0.765999964,,
0.161685019732,1,0.797000101,,
0.16714823246,2,0.031999996,,
0.166356667876,2,0.062999895,,
0.172153949738,2,0.094000032,,
0.172625973821,2,0.140999964,,
0.169007778168,2,0.172000101,,
0.172923699021,2,0.203,,
0.170605093241,1,0.031999996,,
0.17014567554,1,0.062999895,,
0.170230850577,1,0.094000032,,
0.165489166975,2,0.031999996,,
0.164972737432,2,0.062999895,,
0.161336541176,2,0.094000032,,
0.158337235451,2,0.140999964,,
0.159729301929,2,0.172000101,,
0.157756313682,2,0.203,,
0.159846320748,2,0.235000065,,
0.159132659435,2,0.265999964,,
0.156840205193,2,0.297000101,,
0.154977560043,1,0.031999996,,
0.126535415649,1,0.062999895,,
0.0592469759285,2,0.031999996,,
0.061024568975,2,0.062999895,,
0.116345956922,2,0.094000032,,
0.150991782546,2,0.140999964,,
0.165983781219,1,0.031999996,,
0.15511713922,1,0.062999895,,
0.156052753329,1,0.094000032,,
0.155489623547,1,0.140999964,,
0.156116098166,1,0.172000101,,
0.157261282206,1,0.203,,
0.158100217581,1,0.235000065,,
0.158877104521,1,0.265999964,,
0.15844027698,1,0.297000101,,
0.15966424346,1,0.328,,
0.159849286079,1,0.374999931,,
0.1594427526,1,0.406999996,,
0.157752916217,1,0.437999895,,
0.15740776062,1,0.469000032,,
0.157208785415,1,0.499999931,,
0.156747072935,1,0.531999996,,
0.157665878534,1,0.578,,
0.156849086285,1,0.610000065,,
0.158111199737,1,0.672000101,,
0.15848454833,1,0.703,,
0.158632427454,1,0.735000065,,
0.158281564713,1,0.765999964,,
0.15718652308,1,0.797000101,,
0.157054975629,1,0.844000032,,
0.155622929335,1,0.874999931,,
0.15863469243,1,0.906999996,,
0.15783546865,1,0.937999895,,
0.158063262701,1,0.969000032,,
0.15834723413,1,0.999999931,,
0.158979982138,1,1.031999996,,
0.158217221498,1,1.062999895,,
0.158897385001,1,1.110000065,,
0.158193230629,1,1.140999964,,
0.162958189845,1,1.172000101,,
0.158653408289,1,1.203,,
0.16038942337,1,1.235000065,,
0.16232688725,1,1.265999964,,
0.163435727358,1,1.297000101,,
0.162038579583,1,1.344000032,,
0.162500828505,1,1.374999931,,
0.160983294249,1,1.406999996,,
0.16207960248,1,1.437999895,,
0.162729173899,1,1.469000032,,
0.160855680704,1,1.499999931,,
0.160117194057,1,1.531999996,,
0.160213932395,1,1.578,,
0.163795590401,1,1.610000065,,
0.165052205324,1,1.640999964,,
0.163826853037,1,1.672000101,,
